2018-06-15 15:09:39 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:59196]
2018-06-15 15:09:39 	 [DEBUG] 	 <client_im.go:90>  	 offlineMsg count 0
2018-06-15 15:11:42 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-15 15:13:39 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-15 15:15:42 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-15 15:17:42 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-15 15:19:39 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-15 15:21:42 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-15 15:23:42 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-15 15:25:42 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-15 15:27:42 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-15 15:29:39 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-15 15:31:39 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-15 15:33:39 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-15 15:35:54 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-15 15:35:54 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-15 15:35:54 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-15 15:35:54 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-15 15:36:01 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:59408]
2018-06-15 15:36:01 	 [DEBUG] 	 <client_im.go:90>  	 offlineMsg count 0
2018-06-15 15:37:44 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-15 15:37:44 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-15 15:37:44 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-15 15:37:44 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-15 15:37:50 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:59425]
2018-06-15 15:37:50 	 [DEBUG] 	 <client_im.go:90>  	 offlineMsg count 0
2018-06-15 15:39:47 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-15 15:39:47 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-15 15:39:47 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-15 15:39:47 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-15 15:39:53 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:59436]
2018-06-15 15:39:53 	 [DEBUG] 	 <client_im.go:90>  	 offlineMsg count 0
2018-06-15 15:44:13 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-15 15:44:13 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-15 15:44:13 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-15 15:44:13 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-15 15:44:20 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:59562]
2018-06-15 15:44:20 	 [DEBUG] 	 <client_im.go:90>  	 offlineMsg count 0
2018-06-15 15:44:58 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-15 15:44:58 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-15 15:44:58 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
