2018-06-09 01:26:40 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:61115]
2018-06-09 01:26:40 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-09 01:26:49 	 [DEBUG] 	 <connection.go:106>  	 TODO(need offline push )can't send message, appid:10 uid:10001 cmd:4
2018-06-09 01:26:59 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:58970]
2018-06-09 01:26:59 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 1
2018-06-09 01:26:59 	 [DEBUG] 	 <client_im.go:102>  	 offline msg :sender:10002,receiver:10001,timestamp:1528478809,msgId:185,body:{"content":"gKPCjuomkWdHIv13892929899vUlPn8ypgtrsMmTAqjPhaHh3ZPHnZa0gZXG02KLsIkAZ9NcPnf5CBVKNOjvfdR5O9TtW1kXRCwkxveiFc69NmU5CuvehCDDNip2rMv5bgwUS6i4mT9d3mPofxE5mgqGo1JAS9guqqhttp:\/\/blog.flywithme.top","receiver_id":"d5f75fbc-4f64-4f78-b320-2ca770847800","sender_id":"80d07eb7-09d5-4332-aa4d-01990a291dfd","type":1,"uuid":"6C6716A5-FF4E-4DD7-AF2D-8C100B0890AD"}
2018-06-09 01:28:41 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-09 01:28:59 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-09 01:29:22 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-09 01:29:22 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-09 01:29:22 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-09 01:29:22 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-09 01:29:33 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:61157]
2018-06-09 01:29:33 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-09 01:30:20 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-09 01:30:20 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-09 01:30:20 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-09 01:30:20 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-09 01:30:31 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:61197]
2018-06-09 01:30:31 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-09 01:31:00 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-09 01:31:37 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-09 01:31:37 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-09 01:31:37 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-09 01:31:37 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-09 01:31:51 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:61239]
2018-06-09 01:31:51 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-09 01:32:59 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-09 01:33:30 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-09 01:33:30 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-09 01:33:30 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-09 01:33:30 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-09 01:33:42 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:61281]
2018-06-09 01:33:42 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-09 01:33:51 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-09 01:33:51 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-09 01:33:51 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-09 01:33:51 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-09 01:34:59 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-09 01:35:14 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:61364]
2018-06-09 01:35:14 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-09 01:36:59 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-09 01:37:17 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-09 01:37:49 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.82:53752]
2018-06-09 01:37:49 	 [ WARN] 	 <login.go:36>  	 sql: no rows in result set
2018-06-09 01:37:49 	 [ WARN] 	 <auth_handle.go:37>  	 get login by token error, auth:Token:5eac1ff3-1828-4a7f-8187-c41f4eb237f3,PlatformType:1,DeviceId:28330583-468A-4485-99BB-8E5F49DE9C61
2018-06-09 01:37:49 	 [ WARN] 	 <auth_handle.go:38>  	 根据Token获取用户登录错误
2018-06-09 01:39:02 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-09 01:39:04 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-09 01:39:04 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-09 01:39:04 	 [DEBUG] 	 <client.go:148>  	 close client:0, 
2018-06-09 01:39:04 	 [DEBUG] 	 <client.go:112>  	 client:  0 socket closed
2018-06-09 01:39:16 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-09 01:39:16 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-09 01:39:16 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-09 01:39:16 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-09 01:39:17 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-09 01:39:22 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:59179]
2018-06-09 01:39:22 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-09 01:39:39 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-09 01:39:39 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-09 01:39:39 	 [DEBUG] 	 <client.go:148>  	 close client:10001, d5f75fbc-4f64-4f78-b320-2ca770847800
2018-06-09 01:39:39 	 [DEBUG] 	 <client.go:112>  	 client: d5f75fbc-4f64-4f78-b320-2ca770847800 10001 socket closed
2018-06-09 01:39:48 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[127.0.0.1:59186]
2018-06-09 01:39:48 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-09 01:41:14 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-09 01:41:14 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-09 01:41:14 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-09 01:41:14 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-09 01:41:27 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:61406]
2018-06-09 01:41:27 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-09 01:41:43 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-09 01:41:43 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-09 01:41:43 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-09 01:41:43 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
2018-06-09 01:41:51 	 [DEBUG] 	 <client_heartbeat.go:9>  	 heartBeet
2018-06-09 01:41:54 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.82:53754]
2018-06-09 01:41:54 	 [ WARN] 	 <login.go:36>  	 sql: no rows in result set
2018-06-09 01:41:54 	 [ WARN] 	 <auth_handle.go:37>  	 get login by token error, auth:Token:5eac1ff3-1828-4a7f-8187-c41f4eb237f3,PlatformType:1,DeviceId:28330583-468A-4485-99BB-8E5F49DE9C61
2018-06-09 01:41:54 	 [ WARN] 	 <auth_handle.go:38>  	 根据Token获取用户登录错误
2018-06-09 01:41:55 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.41:61446]
2018-06-09 01:41:55 	 [DEBUG] 	 <client_im.go:88>  	 offlineMsg count 0
2018-06-09 01:41:56 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-09 01:41:56 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-09 01:41:56 	 [DEBUG] 	 <client.go:148>  	 close client:0, 
2018-06-09 01:41:56 	 [DEBUG] 	 <client.go:112>  	 client:  0 socket closed
2018-06-09 01:41:57 	 [DEBUG] 	 <tcp.go:32>  	 新连接地址为:[192.168.31.82:53762]
2018-06-09 01:41:57 	 [ WARN] 	 <login.go:36>  	 sql: no rows in result set
2018-06-09 01:41:57 	 [ WARN] 	 <auth_handle.go:37>  	 get login by token error, auth:Token:5eac1ff3-1828-4a7f-8187-c41f4eb237f3,PlatformType:1,DeviceId:28330583-468A-4485-99BB-8E5F49DE9C61
2018-06-09 01:41:57 	 [ WARN] 	 <auth_handle.go:38>  	 根据Token获取用户登录错误
2018-06-09 01:41:57 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-09 01:41:57 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-09 01:41:57 	 [DEBUG] 	 <client.go:148>  	 close client:0, 
2018-06-09 01:41:57 	 [DEBUG] 	 <client.go:112>  	 client:  0 socket closed
2018-06-09 01:43:03 	 [DEBUG] 	 <protocol.go:134>  	 sock read error:EOF
2018-06-09 01:43:03 	 [DEBUG] 	 <client.go:83>  	 EOFconnect offline
2018-06-09 01:43:03 	 [DEBUG] 	 <client.go:148>  	 close client:10002, 80d07eb7-09d5-4332-aa4d-01990a291dfd
2018-06-09 01:43:03 	 [DEBUG] 	 <client.go:112>  	 client: 80d07eb7-09d5-4332-aa4d-01990a291dfd 10002 socket closed
